folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_el,cd,periodo,sexo,edad,anio,nivel,cond_act,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p5_6esp,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_6esp,p7,p7_3,p8_1,p8_2,p9,p9_5esp,p10,p11,p11_6esp,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_9esp,p13,p13_3,p14_1,p14_2,p15,p15_5esp,p16,p17,p17_6esp,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p21_5esp,p22,p23_1,p23_2,p24,p25,p25_6esp,p26,p27,p28,p28_7esp,p29,p30,p31,p32,p32_6esp,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_format,r_format,p_format,perslecl
11B188,2,40280,2,1,0,3,21,220,2,33,6,2,1,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,20,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,35646,3,3,1,0,0,0,2
12B188,2,40283,1,1,0,1,21,220,1,72,2,9,8,1,1,1,1,1,2,1,3,3,,2,1,1,1,2,2,,3,3000,2,1,1,,3,3,,2,1,2,1,2,2,1,2,2,,3,120,2,1,1,,6,3,,1,1,2,2,2,1,0,1,2,1,,0,0,0,1,3,,60,2,0,,4,4,1,0,,1,2,2,1,1,1,1,2,1,5,1,1,1,1,1,25744,1,2,1,2,2,1,1
12B188,2,40283,4,1,0,1,21,220,2,68,3,4,7,1,1,1,1,1,2,2,1,3,,2,2,2,2,1,2,,2,0,2,1,1,,2,4,,2,2,2,2,1,2,2,1,2,,3,50,2,1,1,,3,3,,1,1,1,1,1,2,0,2,1,1,,0,0,0,0,0,,20,2,0,,2,2,2,0,,1,2,2,1,2,1,1,2,1,5,1,2,1,2,2,8056,1,2,1,2,2,2,1
12B188,2,40283,2,1,0,1,21,220,1,63,4,7,8,1,1,1,2,2,2,1,1,3,,2,2,2,2,1,2,,1,0,1,2,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,60,2,0,,3,3,1,0,,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,22303,1,2,1,1,0,0,1
11B174,2,40284,1,1,0,1,21,220,2,37,1,4,1,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,4,,15,2,0,,3,3,1,0,,2,2,2,2,2,2,2,0,2,0,1,3,1,2,1,5492,3,3,1,0,0,0,2
12B174,2,40285,3,1,0,2,21,220,2,28,3,4,7,1,2,1,2,2,2,1,1,4,,2,2,1,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,6,APOYO EN TAREAS ESCOLARES,25,2,0,,2,3,1,0,,2,2,2,2,2,1,1,2,1,2,1,3,3,1,3,14334,3,2,1,2,0,0,1
12B174,2,40285,4,1,0,1,21,220,1,78,3,3,8,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,1,16737,4,4,2,0,0,0,2
12B174,2,40285,2,1,0,1,21,220,1,59,3,4,3,1,1,1,1,1,2,1,4,4,,2,2,2,2,1,2,,3,600,2,1,1,,20,4,,1,2,2,1,2,1,1,1,2,,3,200,2,1,1,,7,3,,1,1,2,2,1,3,50,2,1,1,,0,0,0,2,3,,60,2,0,,2,3,2,0,,1,1,2,2,2,1,2,0,2,0,1,1,1,1,1,36252,1,2,1,2,2,2,1
12B174,2,40285,1,1,0,1,21,220,1,64,6,2,1,1,2,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2,3,,1,1,2,2,1,3,20,2,1,1,,0,0,0,0,0,,30,2,0,,2,2,2,0,,2,2,2,2,2,2,2,0,3,0,1,3,3,2,2,14500,3,3,1,0,0,2,1
13A191,2,40342,2,1,0,5,21,220,2,21,3,7,6,1,1,1,2,2,2,1,2,2,,1,1,2,2,2,2,,3,700,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,,60,1,3,,2,2,1,0,,2,2,2,2,2,3,2,0,1,2,1,3,1,2,2,30147,1,2,1,2,0,0,1
11A191,2,40378,4,1,0,4,21,220,1,23,6,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,4,,2,2,2,2,2,2,2,0,3,0,1,2,1,2,2,29222,4,4,2,0,0,0,2
11A191,2,40378,1,1,0,1,21,220,1,30,3,4,1,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,4,,25,1,6,,2,4,2,0,,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,12820,3,3,1,0,0,0,2
11A191,2,40378,3,1,0,1,21,220,1,66,6,1,1,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,5,,2,2,2,2,1,2,2,2,2,,3,50,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30,2,0,,1,4,2,0,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,13313,1,3,1,0,2,0,1
11B175,2,40417,4,1,0,1,21,220,1,44,3,3,1,1,2,1,2,2,2,1,3,6,APOYO ESCOLAR A SU HIJA,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,20,2,0,,2,3,2,0,,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,17331,3,2,1,2,0,0,1
11B175,2,40417,3,1,0,2,21,220,2,40,6,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,20798,4,4,2,0,0,0,2
11B175,2,40417,2,1,1,3,21,220,2,60,6,2,8,1,1,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,2,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,25572,2,4,2,0,0,0,2
13B175,2,40418,1,1,0,1,21,220,2,74,6,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,3,2,2,2,6091,4,4,2,0,0,0,2
13B175,2,40418,4,1,0,1,21,220,2,66,2,6,8,1,1,1,1,2,2,1,6,4,,2,2,1,1,1,2,,1,0,1,2,1,,3,3,,2,2,1,1,2,2,1,2,2,,3,200,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,180,2,0,,4,3,1,0,,2,1,2,1,2,1,2,0,1,3,1,1,1,1,1,12184,1,2,1,1,2,0,1
13B173,3,40106,3,1,0,3,40,220,2,44,3,4,1,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,2,2,1,2,2,2,2,2,2,,3,70,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,15,2,0,,3,4,2,0,,2,2,2,1,2,1,1,2,1,2,1,1,1,1,2,23049,1,3,1,0,2,0,1
13B173,3,40106,2,1,0,2,40,220,2,65,3,4,8,1,1,1,1,1,2,2,2,4,,2,2,2,1,2,2,,3,1000,2,1,1,,3,4,,2,2,2,1,2,2,2,1,2,,3,300,2,1,1,,1,3,,1,2,2,2,2,1,0,1,2,1,,0,0,0,0,0,,30,2,0,,3,4,2,0,,2,2,2,2,2,2,2,0,1,1,1,2,2,2,2,16757,1,2,1,2,2,1,1
13B173,3,40106,1,1,0,1,40,220,1,46,5,7,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,1,2,2,2,2,2,2,0,2,0,1,1,1,2,2,17959,4,4,2,0,0,0,2
13B173,3,40106,4,1,0,3,40,220,1,56,4,7,1,1,1,1,1,2,2,2,3,3,,2,2,2,1,2,2,,3,250,2,1,1,,2,1,,2,2,2,2,2,1,2,2,2,,3,100,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,25,2,0,,4,4,1,0,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,23196,1,2,1,2,2,0,1
12A192,3,40110,2,1,0,2,40,220,2,30,2,4,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,13478,4,4,2,0,0,0,2
12A192,3,40110,4,1,0,1,40,220,1,39,2,8,1,1,1,1,1,1,2,1,20,2,,2,1,2,2,2,2,,1,0,1,2,1,,15,1,,2,2,2,2,2,1,2,2,2,,1,0,1,2,1,,1,4,,1,2,1,2,2,2,0,2,1,5,AEROPUERTO,0,0,0,5,4,,120,2,0,,3,3,1,0,,2,2,1,2,1,1,1,2,1,5,1,1,1,1,1,16936,1,2,1,1,1,2,1
12A192,3,40110,3,1,0,2,40,220,1,50,3,4,1,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,1,1,1,1,1,3,25,2,1,2,,0,0,0,0,0,,20,2,0,,3,3,2,0,,2,2,2,2,1,2,2,0,1,1,1,1,2,1,1,23753,1,3,1,0,0,2,1
12B176,3,40116,4,1,1,2,40,220,2,31,5,7,1,1,1,1,1,2,2,1,5,3,,2,1,2,2,2,2,,3,200,2,1,1,,2,1,,2,2,2,1,2,1,2,2,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,30,2,0,,4,4,1,0,,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,28842,1,2,1,2,2,0,1
12B176,3,40116,2,1,0,1,40,220,2,65,2,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,15809,4,4,2,0,0,0,2
12B176,3,40116,1,1,0,1,40,220,2,41,3,4,4,1,1,1,2,2,2,1,6,4,,2,2,2,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,40,2,0,,3,3,2,0,,1,2,2,1,1,2,2,0,1,1,1,1,1,1,1,7248,1,2,1,2,0,0,1
12B176,3,40116,3,1,0,1,40,220,2,47,3,3,1,1,1,1,2,2,2,1,3,1,,2,1,2,2,2,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,3,,30,1,6,,4,4,1,0,,2,2,2,1,2,1,2,0,2,0,1,1,1,1,1,7364,1,2,1,2,0,0,1
13B187,3,40131,2,1,0,3,40,220,2,28,5,2,1,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,3,5,,2,2,2,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,2,1,1,16249,1,3,1,0,2,0,1
13B187,3,40131,4,1,0,1,40,220,1,72,6,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,37948,4,4,2,0,0,0,2
13B187,3,40131,1,1,0,1,40,220,1,74,4,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,18974,4,4,2,0,0,0,2
13B187,3,40131,3,1,0,1,40,220,2,25,6,2,7,1,2,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,2,2,1,2,2,2,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,25,2,0,,3,3,1,0,,1,2,2,1,2,2,2,0,2,0,1,2,1,1,1,32499,3,3,1,0,2,0,1
12B188,3,40244,3,1,0,2,40,220,2,64,4,8,8,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,18066,4,4,2,0,0,0,2
12B188,3,40244,2,1,0,2,40,220,2,71,3,2,2,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,2,0,0,0,0,21365,4,4,2,0,0,0,2
12B188,3,40244,4,1,0,2,40,220,2,50,3,4,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,2,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,1,19907,4,4,2,0,0,0,2
12B188,3,40244,1,1,0,2,40,220,1,28,5,7,1,1,1,2,1,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,3,1,,2,2,2,2,2,1,2,2,2,,1,0,1,2,2,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,60,1,6,,4,4,1,0,,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,32871,1,3,1,0,1,0,1
12B174,3,40245,3,1,0,1,40,220,1,32,3,7,1,1,1,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,40,1,6,,4,3,1,0,,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,7911,1,3,1,0,0,0,2
12B174,3,40245,4,1,0,2,40,220,2,66,3,6,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,1,2,1,2,0,2,0,1,2,2,1,2,15424,4,4,2,0,0,0,2
12B174,3,40245,2,1,0,1,40,220,1,73,6,2,8,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,4,5,,2,2,2,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,40,2,0,,2,3,2,0,,1,2,2,2,2,2,2,0,2,0,1,2,2,1,2,16429,1,3,1,0,2,0,1
12B174,3,40245,1,1,0,1,40,220,1,80,6,2,8,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,32858,4,4,2,0,0,0,2
11A191,3,40295,3,1,0,3,40,220,1,27,3,3,1,1,1,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,15,2,0,,3,3,1,0,,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,29488,1,3,1,0,0,0,2
11A191,3,40295,1,1,0,2,40,220,1,32,3,3,1,1,1,1,2,2,2,1,2,3,,2,2,2,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,4,,40,2,0,,4,4,1,0,,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,36861,1,2,1,2,0,0,1
11A191,3,40295,4,1,0,1,40,220,1,66,4,7,8,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,15311,4,4,2,0,0,0,2
11A191,3,40295,2,1,0,1,40,220,2,60,4,7,1,1,1,1,1,2,2,1,5,3,,2,2,2,1,2,2,,3,1000,1,1,1,,3,3,,2,2,1,2,2,1,2,2,2,,3,200,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,60,2,0,,3,3,2,0,,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,12155,1,2,1,3,2,0,1
13A191,3,40297,3,1,0,1,40,220,2,46,3,9,1,1,1,1,2,2,2,2,3,3,,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,40,2,0,,3,3,1,0,,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,8572,1,1,1,2,0,0,1
13A191,3,40297,2,1,0,2,40,220,2,39,3,4,1,1,1,1,2,2,2,2,3,1,,2,1,2,2,2,2,,1,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,120,2,0,,4,4,1,0,,2,2,2,2,2,2,2,0,1,1,1,1,2,1,1,25308,1,1,1,2,0,0,1
11B175,3,40331,1,1,0,1,40,220,2,33,3,3,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,1,1,2,2,2,0,2,0,1,2,1,2,1,6612,4,4,2,0,0,0,2
11B175,3,40331,2,1,0,1,40,220,1,51,3,4,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,31076,4,4,2,0,0,0,2
11B175,3,40331,4,1,0,1,40,220,2,48,4,7,1,1,1,1,2,1,2,1,4,4,,2,1,2,2,2,2,,3,1300,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,3,,1,2,2,2,2,2,0,2,1,2,,0,0,0,2,3,,20,2,0,,2,3,1,0,,1,2,2,1,2,2,2,0,2,0,1,2,2,2,2,6754,1,2,1,2,0,2,1
11B175,3,40331,3,1,0,2,40,220,2,21,1,7,6,1,1,1,1,2,2,1,3,2,,2,1,1,2,2,2,,1,0,1,2,1,,4,2,,2,2,2,1,2,1,2,2,2,,1,0,1,2,2,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,,60,1,5,,3,3,2,0,,1,2,1,2,1,1,1,2,2,0,1,1,1,1,1,17246,1,2,1,1,1,0,1
13B175,3,40359,4,1,0,3,40,220,2,21,2,7,6,1,1,1,2,1,2,1,3,2,,2,1,2,2,2,2,,1,0,1,2,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,60,2,,1,2,2,1,2,1,0,1,2,1,,0,0,0,1,2,,40,2,0,,3,3,1,0,,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,39382,1,2,1,1,0,1,1
13B175,3,40359,2,1,0,2,40,220,2,78,6,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,2,2,1,2,16554,4,4,2,0,0,0,2
13B175,3,40359,1,1,2,1,40,220,2,32,3,4,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,7550,4,4,2,0,0,0,2
13B175,3,40359,3,1,0,2,40,220,2,40,4,7,1,1,1,2,1,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,26,2,0,,3,4,1,0,,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,15179,1,3,1,0,2,0,1
13A192,4,40080,4,1,0,2,28,220,2,26,4,7,5,1,1,1,2,2,2,2,6,2,,2,1,2,2,2,2,,2,0,2,1,3,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,2,0,,4,4,1,0,,2,2,1,1,1,1,2,0,1,3,1,1,1,1,1,14163,1,1,1,2,0,0,1
13B173,4,40107,2,1,0,1,28,220,1,71,6,2,1,1,1,1,2,1,2,2,2,4,,2,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5,3,,1,1,1,1,1,3,50,2,1,1,,0,0,0,0,0,,30,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,24970,1,2,1,2,0,2,1
13B173,4,40107,1,1,0,2,28,220,1,40,6,2,1,1,2,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3,4,,1,1,2,2,1,2,0,2,1,2,,0,0,0,0,0,,15,2,0,,2,2,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,17913,3,3,1,0,0,2,1
13B173,4,40107,4,1,0,1,28,220,2,32,3,3,1,1,2,1,2,2,2,1,1,5,,2,2,1,2,2,2,,3,350,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,3,,15,1,5,,1,3,1,0,,2,2,2,1,2,1,2,0,2,0,1,1,1,1,1,7128,3,2,1,2,0,0,1
13B176,4,40115,4,1,0,2,28,220,2,76,6,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,15800,4,4,2,0,0,0,2
13B176,4,40115,3,1,0,1,28,220,1,73,2,2,8,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16830,0,0,0,0,0,0,0
13B176,4,40115,2,1,0,1,28,220,1,61,3,3,1,1,1,2,2,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,6,3,,1,1,2,2,1,2,0,2,1,2,,0,0,0,5,3,,60,1,6,,2,2,1,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,9720,1,3,1,0,0,2,1
13B176,4,40115,1,1,1,1,28,220,1,27,2,7,1,1,1,1,2,1,2,1,3,3,,2,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5,3,,1,1,1,2,1,3,50,2,1,1,,0,0,0,2,4,,60,2,0,,2,4,2,0,,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,10804,1,2,1,2,0,2,1
12B187,4,40128,2,1,0,2,28,220,2,37,3,4,1,1,1,1,2,2,2,1,10,1,,2,2,2,1,2,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,20,1,6,,3,3,1,0,,2,2,2,1,1,2,2,0,2,0,1,1,1,1,1,15086,1,2,1,2,0,0,1
