cd,periodo,folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_ele,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p5_6esp,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_6esp,p7,p7_3,p8_1,p8_2,p9,p9_5esp,p10,p11,p11_6esp,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_9esp,p13,p13_3,p14_1,p14_2,p15,p15_5esp,p16,p17,p17_6esp,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p21_5esp,p22,p23_1,p23_2,p24,p25,p25_6esp,p26,p27,p28,p28_7esp,p29,p30,p31,p32,p32_6esp,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_formato,r_formato,p_formato,persleclrp,edad,sexo,anio,nivel,cond_activ
31,0219,13B176,20,40133,1,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,3,2,1,2,30045,4,4,2, , , ,2,50,2,6,2,01
31,0219,11B176,20,40136,1,1,0,01,1,1,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,6,"ESTÁ LEYENDO UN LIBRO, PERO NO LO HA CONCLUIDO",2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,12229,2,4,2, , , ,2,57,1,3,3,04
31,0219,11B176,20,40136,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,14505,4,4,2, , , ,2,31,1,3,4,01
31,0219,11B176,20,40136,4,1,0,02,2,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15647, , , , , , , ,63,2, ,0,01
31,0219,11B176,20,40136,3,1,0,02,1,1,1,2,2,1,2,2,4, ,2,2,2,1,2,2, ,3,300,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,5,2,1,0,0, ,15,2,0, ,2,3,1,0, ,1,1,2,2,1,2,2,0,1,5,1,1,1,1,1,12004,1,2,1,2, , ,1,42,2,5,7,07
31,0219,11A172,20,40140,1,1,0,02,1,1,2,1,1,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,1,4, ,2,2,1,2,2,2,2,2,2, ,2,0,2,1,1, ,1,4, ,2,1,2,1,1,3,10,2,1,1, ,0,0,0,5,4, ,20,1,5, ,2,2,2,0, ,2,2,2,2,2,2,2,0,2,0,1,3,1,1,2,17403,1,3,1, ,2,2,1,52,2,6,2,01
31,0219,11A172,20,40140,2,1,0,02,1,1,1,2,1,1,1,3,4, ,2,2,2,1,2,2, ,1,0,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,7,4, ,2,2,1,1,1,1,0,2,1,1, ,1,1,2,5,4, ,15,2,0, ,1,2,1,0, ,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,6748,1,2,1,1, ,2,1,32,2,3,3,07
31,0219,11A172,20,40140,3,1,0,03,1,1,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,5,5, ,30,2,0, ,1,3,2,0, ,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,27966,1,3,1, , , ,2,22,2,3,3,01
31,0219,11A172,20,40140,4,1,0,02,2,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11602, , , , , , , ,50,2,3,2,07
31,0219,12B174,20,40159,4,1,0,01,1,1,1,1,1,1,1,1,3, ,2,1,2,2,2,2, ,3,300,2,1,1, ,10,3, ,1,1,2,1,2,2,2,2,2, ,2,0,2,1,5,EN NEGOCIOS,1,3, ,1,2,2,1,1,2,0,2,1,5,EN NEGOCIO,2,2,1,1,3, ,30,2,0, ,2,4,1,0, ,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,26480,1,2,1,2,2,2,1,51,1,5,7,01
31,0219,12B174,20,40159,2,1,0,01,1,1,2,1,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,1,3, ,2,2,2,2,2,1,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,15,1,7,VER TELEVISIÓN,1,3,2,0, ,2,2,2,2,2,2,2,0,3,0,1,1,1,1,1,6312,1,3,1, ,2, ,1,89,2,5,7,08
31,0219,12B174,20,40159,1,1,0,01,1,1,1,2,1,2,1,7,2, ,2,1,2,2,2,2, ,3,2500,2,1,2, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,6,SE LO OBSEQUIARON,1,1,2,1,2,2,0,2,1,1, ,0,0,0,5,2, ,240,2,0, ,2,1,1,0, ,2,2,1,1,2,2,2,0,2,0,1,3,1,1,1,26480,1,2,1,2, ,2,1,53,1,5,7,01
31,0219,12B174,20,40159,3,1,1,03,1,2,1,1,2,2,1,4,4, ,2,1,2,1,2,2, ,1,0,1,2,1, ,6,4, ,1,2,1,2,2,1,2,2,2, ,1,0,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,45,2,0, ,2,3,2,0, ,1,1,1,1,2,2,2,0,1,1,1,2,1,2,2,22278,3,2,1,1,1, ,1,22,1,3,7,06
31,0219,12B168,20,40232,1,1,0,01,1,1,2,1,1,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,4,3, ,2,1,2,2,2,2,2,2,2, ,1,0,1,2,1, ,4,3, ,1,2,1,2,1,1,0,1,2,1, ,0,0,0,2,3, ,20,2,0, ,4,3,1,0, ,2,1,2,2,2,1,1,2,1,4,1,1,2,2,2,7267,1,3,1, ,1,1,1,36,1,5,7,01
31,0219,12B168,20,40232,4,1,0,01,1,1,2,1,1,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,10,4, ,2,2,2,1,2,2,2,1,2, ,2,0,2,1,2, ,5,3, ,1,2,1,1,1,2,0,2,1,2, ,0,0,0,1,3, ,45,2,0, ,2,3,1,0, ,1,1,1,2,2,1,2,0,1,4,1,1,1,1,1,6620,1,3,1, ,2,2,1,44,2,1,4,01
31,0219,12B168,20,40232,2,1,0,01,1,1,1,1,2,2,1,2,2, ,2,2,2,1,2,2, ,3,500,2,1,1, ,1,2, ,2,2,2,2,2,1,2,2,2, ,3,50,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,3,3, ,15,2,0, ,3,3,1,0, ,2,1,1,2,2,2,2,0,2,0,1,1,3,1,2,15496,1,2,1,2,2, ,1,49,1,3,4,01
31,0219,12B168,20,40232,3,1,0,02,1,1,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,7,3, ,2,2,1,1,1,3,70,2,1,1, ,0,0,0,0,0, ,10,1,3, ,2,1,2,0, ,2,2,2,2,2,1,2,0,2,0,1,1,2,1,1,17260,1,3,1, , ,2,1,64,2,6,2,07
31,0219,11B168,20,40233,4,1,0,01,1,2,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,3, ,2,2,2,2,1,2,0,2,1,2, ,0,0,0,0,0, ,15,2,0, ,2,2,2,0, ,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,11234,3,3,1, , ,2,1,36,2,6,2,01
31,0219,11B168,20,40233,1,1,0,01,1,2,2,2,1,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,3, ,2,1,2,2,1,3,10,2,1,2, ,0,0,0,2,4, ,15,2,0, ,2,2,2,0, ,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,12330,3,3,1, , ,2,1,36,1,3,4,01
31,0219,11B168,20,40233,2,1,0,02,1,1,1,1,2,2,1,3,2, ,2,1,2,2,2,2, ,3,300,2,1,1, ,3,2, ,2,2,2,1,2,1,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,2, ,60,2,0, ,2,3,2,0, ,1,1,1,1,2,2,2,0,2,0,1,2,1,1,2,6741,1,2,1,2,2, ,1,21,2,1,7,06
31,0219,11B168,20,40233,3,1,0,02,1,2,1,2,2,2,1,2,1, ,2,1,2,2,2,2, ,1,0,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,1, ,45,2,0, ,2,3,1,0, ,2,2,1,1,1,1,2,0,1,1,1,1,1,1,1,16850,3,2,1,1, , ,1,43,2,5,7,01
31,0219,11B174,20,40289,2,1,0,03,1,1,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,2,1,1,2,2,0,1,1,1,1,2,18432,2,4,2, , , ,2,43,2,1,3,01
31,0219,11B174,20,40289,1,1,0,02,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,1,2,1,2,2,2,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,4, ,60,1,7,ENVIAR MENSAJES DEL CELULAR,4,3,1,0, ,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,16130,1,3,1, ,2, ,1,23,1,3,4,01
31,0219,11B174,20,40289,4,1,0,03,2,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18777, , , , , , , ,64,1, ,0,04
31,0219,11B174,20,40289,3,1,0,01,1,1,1,1,1,2,2,2,3, ,2,2,2,2,1,2, ,3,250,2,1,1, ,2,3, ,2,2,2,2,2,1,2,2,2, ,3,100,2,1,1, ,7,3, ,1,2,1,2,1,2,0,2,1,2, ,0,0,0,0,0, ,60,2,0, ,2,3,1,0, ,2,2,2,1,2,1,2,0,1,5,1,2,1,2,1,14380,1,2,1,2,2,2,1,46,1,4,7,01
31,0219,12A171,20,40390,4,1,0,02,1,1,1,1,2,2,1,2,3, ,2,2,1,2,1,2, ,2,0,2,1,1, ,1,4, ,2,2,2,2,2,2,2,1,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,1, ,60,2,0, ,2,3,1,0, ,1,1,2,2,1,1,1,2,1,5,1,1,1,1,1,20874,1,2,1,2,2, ,1,55,2,1,7,01
31,0219,12A171,20,40390,2,1,0,01,1,1,1,2,2,2,2,2,4, ,2,2,2,2,1,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,60,1,5, ,2,3,2,0, ,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,6702,1,1,1,2, , ,1,85,2,5,7,10
31,0219,12A171,20,40390,1,1,0,03,1,1,1,2,2,2,1,3,3, ,2,2,1,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,3,3, ,60,2,0, ,4,3,1,0, ,1,2,2,2,2,1,2,0,1,4,1,1,1,2,2,27826,1,2,1,2, , ,1,34,2,2,8,01
31,0219,12A171,20,40390,3,1,0,01,1,2,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,3, ,2,2,2,2,2,2,1,2,2, ,3,50,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,3, ,20,2,0, ,3,3,2,0, ,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,13913,3,3,1, ,2, ,1,34,2,5,7,07
31,0219,12B175,20,40417,4,1,0,02,1,1,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,13064,2,4,2, , , ,2,69,2,2,2,07
31,0219,12B175,20,40417,1,1,0,02,1,1,1,1,2,2,2,4,4, ,2,2,1,1,2,2, ,2,0,2,1,1, ,2,4, ,2,2,2,1,2,2,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,40,2,0, ,2,2,1,0, ,1,1,2,1,2,2,2,0,3,0,1,2,2,1,2,26128,1,2,1,2,2, ,1,70,2,5,7,07
31,0219,12B175,20,40417,2,1,0,04,1,1,1,2,1,2,1,3,4, ,2,1,2,1,2,2, ,3,200,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,3, ,2,1,1,2,2,2,0,2,1,1, ,0,0,0,2,3, ,30,1,7,HACER LIMPIEZA,2,3,1,0, ,1,1,2,1,1,1,1,1,1,2,1,2,1,3,1,33905,1,2,1,2, ,2,1,26,2,4,7,06
04,0219,11B167,21,40095,4,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,4, ,2,2,2,2,2,2,2,0,2,0,1,2,2,1,1,6609,4,4,2, , , ,2,56,1,5,7,04
04,0219,11B167,21,40095,3,1,0,02,1,1,1,2,2,2,2,2,4, ,2,2,2,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,30,2,0, ,3,3,2,0, ,2,2,2,1,3,3,3,0,1,6,1,2,1,2,2,11277,1,1,1,2, , ,1,55,2,3,6,01
04,0219,11B167,21,40095,2,1,2,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,15662,4,4,2, , , ,2,70,1,3,6,03
04,0219,11B167,21,40095,1,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,15032,4,4,2, , , ,2,32,2,6,2,01
04,0219,11B173,21,40138,1,1,0,01,1,1,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,4, ,1,1,1,1,1,3,14,2,1,1, ,0,0,0,0,0, ,10,2,0, ,3,4,2,0, ,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3676,1,3,1, , ,2,1,58,2,6,2,01
04,0219,11B173,21,40138,4,1,0,02,1,1,1,2,2,2,2,1,5, ,2,2,1,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,20,2,0, ,2,3,2,0, ,2,2,2,2,2,1,1,2,1,4,1,2,2,2,2,9442,1,1,1,2, , ,1,82,2,3,6,07
04,0219,11B173,21,40138,3,1,0,01,1,1,1,2,2,2,1,4,3, ,2,2,2,1,1,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,5,4, ,90,2,0, ,3,3,2,0, ,2,1,2,2,2,2,2,0,1,1,1,2,1,1,1,5554,1,2,1,2, , ,1,22,1,3,4,01
04,0219,13A172,21,40157,4,1,0,02,1,1,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,5,4, ,1,1,1,1,1,3,60,2,1,2, ,0,0,0,0,0, ,40,1,6, ,3,3,2,0, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,35375,1,3,1, , ,2,1,40,1,3,3,01
04,0219,13A172,21,40157,2,1,0,02,1,2,2,1,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,1,2,2,2,2,2,2,2,2, ,3,20,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,15,2,0, ,3,3,1,0, ,2,2,2,2,2,1,2,0,1,2,1,2,1,2,2,15087,3,3,1, ,2, ,1,51,1,5,7,08
04,0219,13A172,21,40157,3,1,0,02,1,1,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,3, ,30,2,0, ,2,3,2,0, ,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,12892,1,3,1, , , ,2,39,2,5,7,01
04,0219,13A172,21,40157,1,1,0,01,1,1,1,1,1,1,1,6,4, ,2,1,2,2,1,2, ,1,0,2,1,1, ,2,4, ,2,2,2,2,2,2,1,2,2, ,2,0,2,1,1, ,2,1, ,2,2,1,2,2,3,20,2,1,1, ,3,2,1,1,1, ,15,2,0, ,3,3,1,0, ,1,2,2,1,1,1,1,1,1,4,1,2,2,2,1,14150,1,2,1,2,2,2,1,35,1,2,8,01
04,0219,13B176,21,40185,3,1,0,02,1,1,2,1,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,3,5, ,2,2,2,2,1,2,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,30,2,0, ,1,3,1,0, ,2,1,2,2,2,1,2,0,1,1,1,3,1,1,1,23433,1,3,1, ,2, ,1,52,2,2,4,07
04,0219,13B176,21,40185,2,1,0,01,1,1,1,1,2,2,1,3,3, ,2,2,2,2,1,2, ,2,0,1,2,1, ,3,4, ,2,1,2,2,2,2,1,1,2, ,3,100,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,45,1,3, ,3,4,1,0, ,1,1,2,1,1,1,1,2,1,4,1,1,1,1,1,18956,1,2,1,1,2, ,1,28,1,5,7,01
04,0219,13B176,21,40185,4,1,0,03,1,1,1,1,2,2,2,1,4, ,2,2,2,1,2,2, ,2,0,2,1,1, ,1,4, ,2,2,2,2,2,2,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,60,2,0, ,3,3,2,0, ,1,1,2,2,2,1,2,0,1,5,1,2,1,2,1,27260,1,2,1,2,2, ,1,33,2,3,4,01
04,0219,13B176,21,40185,1,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,3,1,1,2,3,0,1,1,1,1,2,15622,4,4,2, , , ,2,48,2,5,7,07
04,0219,12B176,21,40188,1,1,0,01,1,2,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,5,3, ,1,2,1,2,1,2,0,2,1,4, ,0,0,0,0,0, ,30,2,0, ,3,2,1,0, ,2,2,2,2,2,1,1,1,2,0,1,1,1,1,1,22659,3,3,1, , ,2,1,30,1,3,3,01
04,0219,12B176,21,40188,4,1,0,02,1,1,1,2,2,2,1,4,3, ,2,1,2,2,1,2, ,3,600,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,5,3, ,30,2,0, ,3,3,1,0, ,2,1,1,2,1,1,1,1,1,3,1,2,1,2,1,24899,1,2,1,2, , ,1,50,2,2,6,07
04,0219,12B167,21,40188,2,1,0,01,1,2,1,2,2,2,2,1,2, ,2,1,2,2,2,2, ,3,600,2,1,2, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,20,2,0, ,2,3,2,0, ,2,2,2,2,3,2,2,0,2,0,1,2,2,2,2,8717,3,1,1,2, , ,1,21,1,2,7,01
04,0219,12B167,21,40188,1,1,0,01,1,1,1,2,2,2,1,3,1, ,2,1,2,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,3, ,60,1,3, ,3,3,2,0, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,15542,1,2,1,2, , ,1,51,1, ,99,01
04,0219,12B176,21,40188,2,1,0,03,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,37512,4,4,2, , , ,2,18,2,3,3,07
04,0219,12B167,21,40188,3,1,1,01,1,2,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,2,3, ,1,2,2,2,1,2,0,2,1,2, ,0,0,0,0,0, ,15,1,6, ,2,3,2,0, ,2,2,2,2,3,2,2,0,3,0,1,2,1,2,2,23312,3,3,1, , ,2,1,45,1,5,7,01
04,0219,12A172,21,40196,4,1,0,01,1,1,1,1,2,2,2,2,4, ,2,2,2,1,2,2, ,3,900,2,1,1, ,1,4, ,2,2,2,2,2,2,1,2,2, ,3,40,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,120,2,0, ,2,3,1,0, ,1,2,2,2,2,1,2,0,1,3,1,2,1,2,2,41733,1,2,1,2,2, ,1,55,1,5,7,01
04,0219,12A172,21,40196,3,1,0,01,1,1,1,2,1,2,2,2,3, ,2,2,2,1,1,2, ,2,0,2,1,2, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,4,3, ,1,1,1,1,1,3,12,2,1,2, ,0,0,0,0,0, ,30,1,6, ,3,3,2,0, ,2,2,2,2,2,1,1,1,1,4,1,1,1,1,1,13911,1,2,1,2, ,2,1,63,1,5,7,01
04,0219,12B173,21,40228,1,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,23216,4,4,2, , , ,2,44,2,3,3,01
04,0219,12B173,21,40228,4,1,0,01,1,1,1,1,2,2,2,1,5, ,2,2,1,2,2,2, ,2,0,2,1,1, ,1,5, ,2,2,2,2,2,2,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,30,2,0, ,2,3,1,0, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,23216,1,2,1,2,2, ,1,44,2,6,2,01
04,0219,12B173,21,40228,3,1,0,05,1,1,1,2,2,2,1,2,4, ,2,2,2,1,2,2, ,1,0,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,2, ,60,2,0, ,2,3,1,0, ,2,2,1,1,2,1,1,2,2,0,1,2,2,1,1,69657,1,2,1,1, , ,1,18,2,3,4,06
04,0219,12B173,21,40228,2,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,4, ,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,27863,4,4,2, , , ,2,21,2,2,3,07
04,0219,11B168,21,40279,1,1,0,01,1,1,1,2,2,2,2,6,4, ,2,1,2,1,2,2, ,3,10,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,60,2,0, ,4,3,2,0, ,2,1,1,2,1,1,1,1,1,5,1,1,1,1,1,11359,1,1,1,2, , ,1,62,2,3,3,07
