cd,periodo,folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_ele,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p5_6esp,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_6esp,p7,p7_3,p8_1,p8_2,p9,p9_5esp,p10,p11,p11_6esp,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_9esp,p13,p13_3,p14_1,p14_2,p15,p15_5esp,p16,p17,p17_6esp,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p21_5esp,p22,p23_1,p23_2,p24,p25,p25_6esp,p26,p27,p28,p28_7esp,p29,p30,p31,p32,p32_6esp,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_formato,r_formato,p_formato,persleclrp,edad,sexo,anio,nivel,cond_activ
14,0219,11B167,01,40006,3,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,18795,4,4,2, , , ,2,52,2,3,3,01
14,0219,11B167,01,40006,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,15188,4,4,2, , , ,2,75,1,3,3,08
14,0219,11B167,01,40006,1,1,0,01,1,2,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,4, ,1,1,1,1,1,2,0,1,2,1, ,0,0,0,0,0, ,15,2,0, ,2,2,2,0, ,2,2,2,2,2,1,2,0,1,1,1,1,2,2,2,22781,3,3,1, , ,1,1,67,1,6,2,01
14,0219,11B167,01,40006,4,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,14041,4,4,2, , , ,2,65,2,5,2,07
14,0219,11B176,01,40131,3,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,3,3,3,0,1,1,1,3,3,3,3,16030,4,4,2, , , ,2,66,1,3,6,08
14,0219,11B176,01,40131,4,1,0,01,1,1,2,1,1,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,2,1,2,2,2,1,2,2,2, ,2,0,2,1,1, ,1,4, ,1,1,2,2,1,2,0,2,1,2, ,0,0,0,5,3, ,10,2,0, ,4,4,2,0, ,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,21866,1,3,1, ,2,2,1,39,1,3,3,01
14,0219,11B176,01,40131,2,1,0,01,1,1,1,2,2,2,1,1,4, ,2,2,1,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,3, ,60,2,0, ,3,3,1,0, ,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,33063,1,2,1,2, , ,1,47,2,3,3,01
14,0219,11B176,01,40131,1,1,0,01,1,1,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,3,3, ,2,1,2,2,1,2,0,2,1,2, ,0,0,0,0,0, ,15,2,0, ,2,3,2,0, ,2,2,2,2,3,3,3,0,1,1,1,3,3,3,3,14578,1,3,1, , ,2,1,42,1,2,2,01
14,0219,12B176,01,40132,1,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,3,3,3,0,3,0,1,3,3,3,3,24608,4,4,2, , , ,2,67,1,6,2,08
14,0219,12B176,01,40132,2,1,0,02,1,1,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,2,3, ,2,1,2,2,1,2,0,2,1,2, ,0,0,0,0,0, ,20,2,0, ,3,3,2,0, ,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,15907,1,3,1, , ,2,1,45,1,6,2,01
14,0219,12B176,01,40132,3,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,3,1,3,0,1,1,1,3,3,3,3,23860,4,4,2, , , ,2,51,1,3,6,01
14,0219,12B176,01,40132,4,1,0,02,1,1,1,2,2,2,1,1,4, ,2,2,1,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,4, ,30,2,0, ,3,3,1,0, ,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,13535,1,2,1,2, , ,1,50,2,3,3,01
14,0219,12A172,01,40135,4,1,0,05,1,1,1,2,2,2,1,5,4, ,2,2,2,1,1,2, ,3,260,1,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,40,2,0, ,2,3,1,0, ,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,42477,1,2,1,3, , ,1,29,1,5,7,01
14,0219,12A172,01,40135,2,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,12220,4,4,2, , , ,2,62,2,6,2,07
14,0219,12A172,01,40135,3,1,0,01,1,1,1,2,2,2,2,5,4, ,2,2,2,1,2,2, ,3,240,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,40,2,0, ,2,3,1,0, ,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,18329,1,1,1,2, , ,1,63,2,3,4,08
14,0219,12A172,01,40135,1,1,0,01,1,1,1,2,2,2,2,4,4, ,2,2,1,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,30,2,0, ,2,3,2,0, ,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,7846,1,1,1,2, , ,1,73,2,3,3,08
14,0219,11A172,01,40140,1,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,1,1,1,2,2,2,2,11333,4,4,2, , , ,2,56,2,3,3,07
14,0219,11A172,01,40140,2,1,0,03,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,42800,4,4,2, , , ,2,24,1,3,3,01
14,0219,11A172,01,40140,4,1,0,02,1,1,1,2,2,2,2,1,5, ,2,2,1,2,2,2, ,3,210,1,2,2, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,30,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,19480,1,1,1,1, , ,1,47,2, ,0,01
14,0219,11A172,01,40140,3,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,19563,4,4,2, , , ,2,41,2,3,3,07
14,0219,11B173,01,40160,1,1,0,03,1,2,2,2,1,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,4, ,1,1,2,2,1,2,0,2,1,2, ,0,0,0,5,4, ,10,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,25383,3,3,1, , ,2,1,28,1,3,3,01
14,0219,11B173,01,40160,3,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,1,2,1,2,14267,4,4,2, , , ,2,56,1,3,2,01
14,0219,11B173,01,40160,4,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,16922,4,4,2, , , ,2,31,1,3,3,01
14,0219,11B173,01,40160,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,7003,4,4,2, , , ,2,37,2,6,2,01
14,0219,11B168,01,40166,1,1,1,01,1,1,1,2,1,2,1,2,4, ,2,2,2,2,1,2, ,3,120,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,1,1,1,1,1,2,0,1,2,2, ,0,0,0,2,4, ,30,2,0, ,3,3,1,0, ,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,13294,1,2,1,1, ,1,1,43,1,3,4,01
14,0219,11B168,01,40166,3,1,0,01,1,1,1,2,2,2,1,4,1, ,2,1,2,2,2,2, ,1,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,1, ,40,2,0, ,3,3,1,0, ,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,6030,1,2,1,2, , ,1,52,2,5,7,01
14,0219,11B168,01,40166,2,1,0,03,1,2,2,2,1,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,4, ,2,1,2,2,1,2,0,2,1,2, ,0,0,0,5,4, ,10,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,23849,3,3,1, , ,2,1,19,1,3,4,01
14,0219,11B168,01,40166,4,1,0,03,1,2,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,5,4, ,10,2,0, ,2,3,2,0, ,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,21804,3,3,1, , , ,2,21,2,6,2,01
14,0219,12B168,01,40230,2,1,0,03,1,2,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,4, ,2,1,2,2,1,2,0,2,1,1, ,0,0,0,0,0, ,10,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,23403,3,3,1, , ,2,1,25,1,3,3,04
14,0219,12B168,01,40230,1,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,1,1,1,2,1,1,2,19287,4,4,2, , , ,2,50,2,3,3,07
14,0219,12B168,01,40230,4,1,0,02,1,1,1,2,2,2,1,2,4, ,2,2,2,1,2,2, ,2,0,1,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,30,2,0, ,3,3,1,0, ,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7479,1,2,1,3, , ,1,25,2,5,7,01
14,0219,12B168,01,40230,3,1,0,02,1,1,1,2,2,2,1,4,2, ,2,1,2,2,2,2, ,3,280,1,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,2, ,45,2,0, ,2,3,1,0, ,1,2,1,1,2,2,2,0,1,1,1,1,1,1,1,15497,1,2,1,3, , ,1,20,2,3,4,06
14,0219,12B174,01,40285,4,1,0,01,1,1,1,2,2,2,1,3,4, ,2,2,2,1,1,2, ,2,0,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,5,4, ,30,2,0, ,2,3,1,0, ,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,14655,1,2,1,1, , ,1,62,1,1,4,08
14,0219,12B174,01,40285,1,1,0,03,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,28325,4,4,2, , , ,2,18,1,1,3,01
14,0219,12B174,01,40285,3,1,0,05,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,47369,4,4,2, , , ,2,43,1, ,0,01
14,0219,11B174,01,40289,1,1,0,02,1,2,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,5,4, ,15,2,0, ,2,3,2,0, ,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,13857,3,3,1, , , ,2,35,2,3,3,07
14,0219,11B174,01,40289,3,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,6929,4,4,2, , , ,2,40,2,3,6,07
14,0219,11B174,01,40289,4,1,0,02,1,2,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,15,2,0, ,3,3,2,0, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,13857,3,3,1, , , ,2,38,2,3,3,01
14,0219,11A171,01,40390,3,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,25162,4,4,2, , , ,2,40,2,3,3,07
14,0219,11A171,01,40390,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,1,1,1,2,29446,4,4,2, , , ,2,47,1,3,3,01
14,0219,11A171,01,40390,4,1,0,03,1,1,1,2,2,2,1,3,2, ,2,1,2,2,2,2, ,2,0,1,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,2, ,30,2,0, ,3,3,1,0, ,1,2,1,1,2,2,2,0,1,1,1,1,1,1,1,33031,1,2,1,3, , ,1,21,1,3,4,06
14,0219,11A171,01,40390,1,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,45555,4,4,2, , , ,2,75,1, ,0,10
14,0219,11B175,01,40417,2,1,0,02,1,2,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,5,4, ,15,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,14356,3,3,1, , , ,2,37,1,3,4,01
14,0219,11B175,01,40417,1,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,6540,4,4,2, , , ,2,41,2,6,2,01
14,0219,11B175,01,40417,3,1,0,01,1,1,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,4,4, ,1,2,1,2,1,3,7,2,1,2, ,0,0,0,0,0, ,20,2,0, ,3,1,2,0, ,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,15804,1,3,1, , ,2,1,34,1,6,2,01
14,0219,11B175,01,40417,4,1,0,03,1,2,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,5,4, ,15,2,0, ,2,3,2,0, ,2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,28711,3,3,1, , , ,2,43,1,3,3,01
21,0219,12B167,02,40104,1,1,1,02,1,1,1,1,1,2,1,4,3, ,2,1,2,1,1,2, ,3,1500,2,1,1, ,4,1, ,2,1,2,2,2,1,2,2,2, ,3,400,2,1,2, ,5,3, ,1,2,1,1,2,3,50,2,1,1, ,0,0,0,2,3, ,60,1,5, ,3,3,2,0, ,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,15323,1,2,1,2,2,2,1,50,2,4,7,01
21,0219,12B167,02,40104,3,1,0,01,1,1,1,1,1,2,1,2,3, ,2,2,2,1,1,2, ,3,500,2,1,1, ,4,1, ,2,1,2,2,2,2,2,2,2, ,3,200,2,1,1, ,5,3, ,1,1,1,2,2,3,30,2,1,2, ,0,0,0,2,1, ,40,2,0, ,2,3,2,0, ,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,31350,1,2,1,2,2,2,1,57,1,1,7,01
21,0219,12B167,02,40104,4,1,0,01,1,1,1,1,1,2,1,4,3, ,2,1,2,1,1,2, ,3,700,2,1,1, ,5,1, ,2,1,2,1,2,1,1,2,2, ,3,300,2,1,2, ,6,3, ,1,1,1,1,1,3,50,2,1,2, ,0,0,0,2,3, ,120,2,0, ,3,3,1,0, ,1,1,2,1,1,1,1,1,1,5,1,1,1,1,3,27858,1,2,1,2,2,2,1,78,1,5,7,01
21,0219,11B176,02,40132,1,1,0,02,1,1,1,2,2,2,1,1,5, ,2,2,1,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,30,2,0, ,2,3,1,0, ,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,19888,1,2,1,2, , ,1,41,2,5,2,07
21,0219,11B176,02,40132,3,1,0,03,1,2,1,2,2,2,1,1,4, ,2,2,2,2,1,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,3, ,30,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,1,2,1,1,1,1,1,52216,3,2,1,2, , ,1,24,1,2,4,01
21,0219,11B176,02,40132,4,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,3,3,3,0,2,0,1,2,1,2,2,16020,4,4,2, , , ,2,33,1,3,4,01
21,0219,12B176,02,40134,4,1,0,02,1,1,1,1,2,1,1,2,4, ,2,2,1,1,2,2, ,3,500,2,1,1, ,2,3, ,2,2,2,2,2,1,2,2,2, ,3,90,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,3,2,1,2,3, ,20,2,0, ,3,3,1,0, ,1,2,1,2,2,1,1,2,1,5,1,3,3,1,2,11887,1,2,1,2,2, ,1,43,2,2,8,01
21,0219,12B176,02,40134,2,1,0,01,1,2,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,3,4, ,2,2,2,2,2,2,2,1,2, ,1,0,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,5,2,0, ,2,2,2,0, ,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,17830,3,3,1, ,1, ,1,36,2,1,4,01
21,0219,12B176,02,40134,3,1,0,01,1,1,1,1,1,2,1,2,2, ,2,1,2,2,2,2, ,3,700,2,1,2, ,1,3, ,2,2,2,1,2,2,2,2,2, ,2,0,2,1,1, ,3,3, ,1,1,1,2,1,3,30,2,1,1, ,0,0,0,2,4, ,20,2,0, ,3,3,1,0, ,2,2,2,2,1,1,1,1,1,5,1,1,1,1,1,13048,1,2,1,2,2,2,1,35,1,3,3,01
21,0219,12A172,02,40142,1,1,1,02,1,1,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,5,4, ,10,1,3, ,2,2,2,0, ,2,2,2,2,2,1,2,0,2,0,1,1,1,1,1,16052,1,3,1, , , ,2,25,2,3,4,01
21,0219,12A172,02,40142,2,1,0,02,1,2,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,20,2,0, ,3,4,2,0, ,2,1,2,2,2,2,2,0,2,0,1,2,1,2,2,13799,3,3,1, , , ,2,45,2,3,3,07
21,0219,12B173,02,40156,1,1,0,01,1,2,2,2,1,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,2,3, ,1,1,1,1,1,2,0,2,1,1, ,0,0,0,1,4, ,30,1,3, ,2,3,2,0, ,1,2,2,2,2,2,2,0,1,1,1,3,1,2,2,6085,3,3,1, , ,2,1,46,1,2,4,01
21,0219,12B173,02,40156,3,1,0,01,1,1,2,2,1,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,5,3, ,1,1,1,2,1,1,0,1,2,1, ,0,0,0,2,4, ,60,1,6, ,4,3,1,0, ,1,1,2,1,1,1,1,2,1,2,1,2,1,3,1,15890,1,3,1, , ,1,1,56,1,4,7,01
21,0219,12B173,02,40156,4,1,0,02,1,1,1,2,1,2,1,4,4, ,2,1,1,2,2,2, ,3,750,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,2,3, ,1,1,1,1,2,2,0,2,1,1, ,0,0,0,3,3, ,60,2,0, ,4,3,1,0, ,1,2,1,1,2,2,2,0,1,1,1,2,2,2,2,13555,1,2,1,2, ,2,1,60,2,4,7,07
21,0219,12B168,02,40198,1,1,0,02,1,1,2,1,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,1,3, ,2,2,2,2,2,2,2,1,2, ,3,35,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,20,1,6, ,2,2,2,0, ,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,14569,1,3,1, ,2, ,1,65,2,3,3,07
