folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_el,cd,periodo,sexo,edad,nivel,anio,cond_act,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p5_6esp,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_6esp,p7,p7_3,p8_1,p8_2,p9,p9_5esp,p10,p11,p11_6esp,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_9esp,p13,p13_3,p14_1,p14_2,p15,p15_5esp,p16,p17,p17_6esp,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p21_5esp,p22,p23_1,p23_2,p24,p25,p25_6esp,p26,p27,p28,p28_7esp,p29,p30,p31,p32,p32_6esp,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_format,r_format,p_format,perslecl
"12B213","01","40034","2","1","0","01","14","0223","1","53","07","5","01",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,3,"",2,2,2,2,2,1,2,0,1,1,1,2,2,2,2,18629,"4","4","2","0","0","0","2"
"12B213","01","40034","3","1","0","01","14","0223","1","36","04","3","01",1,2,2,2,2,2,1,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,2,4,"",20,2,0,"",2,3,2,0,"",2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,19005,"3","3","1","0","0","0","2"
"13B216","01","40041","4","1","0","01","14","0223","1","40","07","5","01",1,1,1,2,1,2,1,3,4,"",2,2,2,1,2,2,"",3,500,1,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",1,4,"",1,1,1,1,1,2,0,2,1,1,"",0,0,0,2,4,"",60,2,0,"",2,3,2,0,"",2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,12085,"1","2","1","3","0","2","1"
"13B216","01","40041","2","1","0","02","14","0223","1","22","04","2","01",1,1,1,2,2,2,1,2,4,"",2,2,2,1,2,2,"",2,0,2,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,2,3,"",20,2,0,"",2,3,1,0,"",2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,29208,"1","2","1","2","0","0","1"
"13B216","01","40041","3","1","0","03","14","0223","1","22","04","3","01",1,1,1,2,2,2,1,2,4,"",2,1,2,2,2,2,"",2,0,1,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,2,4,"",30,2,0,"",3,3,2,0,"",2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,58416,"1","2","1","3","0","0","1"
"11B216","01","40044","3","1","0","01","14","0223","1","39","02","6","01",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,3,"",2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,16252,"4","4","2","0","0","0","2"
"11B216","01","40044","1","1","0","02","14","0223","2","28","04","3","01",1,1,1,2,2,2,1,1,4,"",2,2,2,1,2,2,"",2,0,2,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,5,4,"",30,2,0,"",2,3,2,0,"",2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,13820,"1","2","1","2","0","0","1"
"11B216","01","40044","4","1","0","02","14","0223","2","40","03","3","07",1,1,2,2,1,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",2,4,"",1,2,1,1,1,3,27,2,1,1,"",0,0,0,0,0,"",30,2,0,"",2,3,2,0,"",2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,12731,"1","3","1","0","0","2","1"
"11B216","01","40044","2","1","0","01","14","0223","1","58","04","3","01",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,3,"",2,2,2,2,3,3,3,0,3,0,1,1,1,1,3,19639,"4","4","2","0","0","0","2"
"11B202","01","40111","3","1","0","02","14","0223","2","55","03","3","07",1,1,1,2,2,2,2,2,4,"",2,2,2,1,2,2,"",2,0,2,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",60,2,0,"",2,3,2,0,"",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,19429,"1","1","1","2","0","0","1"
"11B202","01","40111","2","1","0","02","14","0223","2","30","03","3","07",1,1,1,2,2,2,1,2,4,"",2,2,2,1,1,2,"",2,0,2,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,2,4,"",20,2,0,"",2,3,2,0,"",2,2,2,2,1,1,2,0,1,1,1,1,1,1,1,15358,"1","2","1","2","0","0","1"
"11B202","01","40111","4","1","0","01","14","0223","2","38","04","3","01",1,2,1,2,1,2,2,1,3,"",2,2,1,2,2,2,"",2,0,2,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",1,1,"",1,2,1,1,1,2,0,2,1,2,"",0,0,0,0,0,"",10,2,0,"",2,3,2,0,"",2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,14148,"3","2","1","2","0","2","1"
"11B202","01","40111","1","1","0","01","14","0223","2","54","07","3","07",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,2,"",2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,7295,"4","4","2","0","0","0","2"
"13B202","01","40112","2","1","0","01","14","0223","1","47","05","3","01",1,2,2,2,1,2,1,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",1,4,"",1,2,1,1,1,2,0,2,1,1,"",0,0,0,5,4,"",30,2,0,"",2,3,2,0,"",2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,21737,"3","3","1","0","0","2","1"
"13B202","01","40112","1","1","0","01","14","0223","1","39","07","3","01",1,1,1,2,2,2,1,4,4,"",2,2,2,2,1,2,"",1,0,1,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,2,4,"",60,2,0,"",2,3,2,0,"",2,2,2,2,1,1,1,2,1,4,1,2,2,2,2,33263,"1","2","1","3","0","0","1"
"13B202","01","40112","3","1","1","02","14","0223","2","40","02","6","07",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,1,"",2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,26058,"4","4","2","0","0","0","2"
"13B202","01","40112","4","1","0","01","14","0223","1","56","03","3","01",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,2,"",2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,26796,"4","4","2","0","0","0","2"
"12A208","01","40237","1","1","0","01","14","0223","2","27","07","5","01",1,2,2,2,2,2,1,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,2,1,"",30,2,0,"",2,3,2,0,"",2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,7748,"3","3","1","0","0","0","2"
"12A208","01","40237","2","1","0","02","14","0223","2","56","02","6","07",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,2,"",2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,13069,"4","4","2","0","0","0","2"
"12A208","01","40237","3","1","0","02","14","0223","2","77","06","3","08",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,5,"",2,2,2,2,2,1,2,0,1,1,1,2,2,2,2,16722,"4","4","2","0","0","0","2"
"12A208","01","40237","4","1","0","01","14","0223","1","30","04","3","01",1,2,2,2,2,2,1,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,5,4,"",15,2,0,"",2,3,2,0,"",2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,17636,"3","3","1","0","0","0","2"
"12B214","01","40260","1","1","0","02","14","0223","1","49","03","3","01",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,3,"",2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,16624,"4","4","2","0","0","0","2"
"12B214","01","40260","3","1","0","01","14","0223","1","30","03","3","01",1,2,2,2,2,2,1,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,5,4,"",10,2,0,"",3,3,2,0,"",2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,16414,"3","3","1","0","0","0","2"
"12B214","01","40260","4","1","0","02","14","0223","1","57","03","3","01",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,3,"",2,2,2,2,2,1,2,0,1,1,1,2,2,2,2,20494,"4","4","2","0","0","0","2"
"11A208","01","40265","4","1","0","02","14","0223","1","60","03","3","01",1,2,2,2,1,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",1,4,"",1,2,1,1,1,2,0,2,1,1,"",0,0,0,0,0,"",20,2,0,"",2,3,2,0,"",2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,21837,"3","3","1","0","0","2","1"
"11A208","01","40265","3","1","1","01","14","0223","2","43","03","3","01",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,3,"",2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,28314,"4","4","2","0","0","0","2"
"11A208","01","40265","2","1","0","02","14","0223","2","37","03","3","07",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,3,"",2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,14156,"4","4","2","0","0","0","2"
"11A208","01","40265","1","1","1","07","14","0223","2","58","02","6","01",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,3,"",2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,19442,"4","4","2","0","0","0","2"
"12B201","01","40297","1","1","0","02","14","0223","2","51","02","6","07",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,2,"",2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,15611,"4","4","2","0","0","0","2"
"12B201","01","40297","3","1","0","02","14","0223","2","38","04","3","07",1,2,2,2,2,2,1,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,2,4,"",20,2,0,"",2,3,2,0,"",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,15136,"3","3","1","0","0","0","2"
"12B201","01","40297","2","1","0","02","14","0223","2","50","02","6","07",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,1,"",2,2,2,2,2,2,2,0,2,0,1,1,2,2,2,15611,"4","4","2","0","0","0","2"
"12B201","01","40297","4","1","0","01","14","0223","1","35","07","5","01",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,4,"",2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,19322,"4","4","2","0","0","0","2"
"12B215","01","40356","3","1","0","02","14","0223","1","36","07","5","01",1,1,1,2,2,2,1,2,4,"",2,2,2,2,1,2,"",2,0,2,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,5,4,"",20,2,0,"",2,3,2,0,"",2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,14436,"1","2","1","2","0","0","1"
"12B215","01","40356","2","1","0","02","14","0223","1","55","07","5","01",1,1,1,2,1,2,1,3,4,"",2,2,2,1,2,2,"",3,210,1,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",1,4,"",1,2,1,1,1,2,0,2,1,1,"",0,0,0,5,4,"",30,2,0,"",3,3,2,0,"",2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,11629,"1","2","1","3","0","2","1"
"12B215","01","40356","1","1","0","02","14","0223","2","52","07","5","01",1,1,1,2,2,2,1,2,4,"",2,2,2,1,2,2,"",2,0,2,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,5,4,"",15,2,0,"",3,3,2,0,"",2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,11664,"1","2","1","2","0","0","1"
"12B215","01","40356","4","1","0","02","14","0223","2","39","07","5","01",1,2,2,2,2,2,1,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,2,4,"",20,2,0,"",2,3,2,0,"",2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,16963,"3","3","1","0","0","0","2"
"11A207","02","40007","4","1","0","03","21","0223","1","24","03","3","01",1,2,2,2,2,2,1,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,5,3,"",15,2,0,"",2,3,2,0,"",2,2,2,2,2,2,2,0,3,0,1,2,2,2,2,31754,"3","3","1","0","0","0","2"
"11A207","02","40007","2","1","0","01","21","0223","2","36","02","6","01",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,3,"",2,2,2,2,2,2,2,0,1,2,1,1,2,1,2,6862,"4","4","2","0","0","0","2"
"11A207","02","40007","1","1","2","01","21","0223","2","39","04","3","01",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,1,"",2,2,2,2,2,3,2,0,3,0,1,2,1,2,2,6862,"4","4","2","0","0","0","2"
"11A207","02","40007","3","1","0","01","21","0223","1","35","04","3","01",1,1,2,2,1,2,1,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",3,3,"",1,1,2,2,1,3,28,2,1,1,"",0,0,0,1,3,"",20,2,0,"",3,4,1,0,"",1,1,2,1,2,1,2,0,1,1,1,1,2,1,1,17517,"1","3","1","0","0","2","1"
"12B216","02","40008","4","1","0","01","21","0223","1","59","03","3","01",1,1,2,2,1,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",7,3,"",1,1,1,1,1,3,70,2,1,2,"",0,0,0,0,0,"",15,2,0,"",4,4,2,0,"",2,2,2,2,1,1,1,1,2,0,1,2,2,1,2,24371,"1","3","1","0","0","2","1"
"12B216","02","40008","3","1","0","01","21","0223","1","29","03","3","01",1,1,2,2,2,2,1,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,1,1,"",30,2,0,"",3,4,1,0,"",2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,21959,"1","3","1","0","0","0","2"
"12B216","02","40008","1","1","0","02","21","0223","2","20","07","2","06",1,1,1,1,2,2,1,4,2,"",2,1,2,2,2,2,"",1,0,1,2,1,"",1,3,"",2,2,2,1,2,2,2,2,2,"",1,0,1,2,1,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,2,2,"",60,1,7,"TRABAJOS ESCOLARES",4,3,1,0,"",2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,15675,"1","2","1","1","1","0","1"
"12A207","02","40043","2","1","0","03","21","0223","1","26","04","3","01",1,1,1,2,2,2,1,6,2,"",2,1,2,2,2,2,"",1,0,1,2,1,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,5,4,"",40,1,4,"",4,4,1,0,"",2,2,1,1,2,3,2,0,3,0,1,1,1,1,1,23438,"1","2","1","1","0","0","1"
"12A207","02","40043","1","1","0","02","21","0223","2","52","03","3","07",1,2,2,2,2,2,2,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,0,"",0,0,0,1,"",2,2,2,2,2,2,3,0,3,0,1,3,1,1,3,13044,"4","4","2","0","0","0","2"
"12A207","02","40043","4","1","0","02","21","0223","2","23","04","3","01",1,2,2,2,2,2,1,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",0,0,0,2,4,"",15,2,0,"",2,3,2,0,"",2,2,2,2,2,2,3,0,3,0,1,2,1,3,3,25096,"3","3","1","0","0","0","2"
"12A207","02","40043","3","1","0","02","21","0223","1","22","04","3","01",1,1,1,1,2,1,1,2,4,"",2,2,2,1,2,2,"",3,500,2,1,1,"",1,4,"",2,2,2,2,2,2,2,1,2,"",2,0,2,1,1,"",0,0,"",0,0,0,0,0,0,0,0,0,0,"",5,2,1,5,4,"",30,2,0,"",2,3,2,0,"",1,1,2,2,2,2,2,0,1,2,1,2,1,1,2,39019,"1","2","1","2","2","0","1"
